id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_793,125,236,109,372,426,101,215,168,97,80,127,239,213,261,124
sample_794,125,239,113,372,422,101,210,164,103,78,127,233,209,261,124
sample_795,119,236,113,368,428,104,210,176,109,86,123,236,205,264,124
sample_796,119,236,109,368,426,107,210,164,109,82,123,239,205,266,124
sample_797,125,239,113,370,428,101,215,168,103,80,125,236,205,261,124
sample_798,129,239,105,362,428,104,210,172,106,82,125,236,213,262,122
sample_799,129,239,101,364,426,104,215,159,112,80,123,233,209,270,122
sample_800,119,236,105,361,428,107,210,164,100,86,125,239,201,270,122
sample_801,127,245,105,370,428,104,210,159,109,82,127,245,205,272,122
sample_802,119,233,109,362,422,107,210,168,97,84,125,239,205,264,124
sample_803,125,236,101,361,424,101,210,176,106,82,123,242,205,264,124
sample_804,127,245,101,368,428,110,210,164,109,80,127,242,209,262,122
sample_805,129,239,113,370,422,104,215,168,100,78,127,239,205,262,124
sample_806,119,233,109,362,422,104,210,172,106,86,121,236,209,266,122
sample_807,123,239,105,370,428,104,215,164,100,78,127,236,205,262,124
sample_808,121,239,101,361,424,104,215,172,106,86,119,239,205,268,124
sample_809,119,236,109,361,428,107,215,172,109,86,119,233,213,264,124
sample_810,121,233,109,372,428,101,210,164,100,78,125,239,205,264,124
sample_811,119,236,105,364,424,98,215,172,97,82,123,236,205,270,124
sample_812,121,233,101,364,428,101,215,172,109,84,125,239,209,262,124
sample_813,123,236,109,372,426,101,215,168,97,82,127,242,213,262,122
sample_814,125,236,105,372,428,101,210,172,97,82,125,236,209,261,122
sample_815,129,236,109,372,424,104,210,164,100,78,127,236,205,262,124
sample_816,129,236,105,364,424,110,210,168,109,86,125,239,201,264,122
sample_817,129,245,105,372,424,107,215,176,103,80,129,239,209,262,124
sample_818,125,245,105,372,426,104,215,164,97,80,125,239,209,261,124
sample_819,119,233,105,362,426,104,210,164,103,86,125,239,205,264,124
sample_820,121,239,105,372,426,101,215,172,103,80,125,239,209,261,124
sample_821,125,242,101,368,424,104,210,172,106,82,121,236,213,268,122
sample_822,125,233,105,364,426,104,210,164,103,82,123,239,205,264,124
sample_823,125,239,113,372,422,101,210,176,100,82,127,239,205,261,124
sample_824,127,245,105,372,422,104,215,168,100,78,125,239,209,261,124
sample_825,129,233,109,364,428,104,210,159,106,86,123,236,209,266,124
sample_826,125,239,113,372,422,98,215,168,106,80,125,239,213,261,124
sample_827,123,236,105,364,424,104,215,164,106,86,119,239,205,264,124
sample_828,121,239,109,370,426,110,210,172,109,82,125,236,205,264,124
sample_829,119,236,105,364,426,104,210,168,100,86,121,233,209,264,124
sample_830,119,236,113,370,426,107,215,172,109,80,125,236,213,268,124
sample_831,125,245,105,372,426,101,215,168,103,80,125,239,205,262,124
sample_832,129,239,113,370,424,101,215,176,97,80,125,242,213,264,122
sample_833,127,233,109,370,428,107,210,164,109,82,129,245,209,272,124
sample_834,125,239,105,370,426,101,215,168,97,82,125,239,205,262,124
sample_835,125,239,105,370,428,101,215,168,100,80,125,239,209,262,124
sample_836,127,239,113,372,422,104,215,164,106,78,127,242,209,262,124
sample_837,125,245,109,370,424,101,215,164,100,82,123,239,209,261,124
sample_838,127,242,105,370,424,101,210,164,100,78,125,239,213,264,124
sample_839,119,236,105,368,428,98,210,164,106,80,127,236,209,266,124
sample_840,127,239,109,372,426,107,215,164,103,78,123,242,213,262,122
sample_841,125,239,113,370,426,101,215,168,106,78,125,242,205,261,124
sample_842,125,242,109,364,426,107,210,172,106,82,121,236,201,268,124
sample_843,129,233,105,372,428,107,215,164,97,80,125,233,205,261,124
sample_844,127,239,105,366,424,104,210,172,106,86,127,236,205,268,122
sample_845,119,236,105,364,428,101,210,176,109,86,125,242,209,266,124
sample_846,127,239,105,370,422,101,215,172,106,78,125,245,205,261,124
sample_847,125,239,105,372,424,101,215,168,106,82,125,239,213,261,124
sample_848,119,242,105,368,428,101,210,172,97,84,121,239,201,268,122
sample_849,123,242,109,364,428,104,210,168,106,84,123,236,205,266,122
sample_850,127,239,109,372,428,101,215,172,97,78,125,239,205,262,124
sample_851,119,242,109,368,428,101,215,172,109,86,125,242,209,262,124
sample_852,119,236,113,370,428,110,210,172,106,80,121,242,205,264,124
sample_853,129,239,109,372,424,101,210,164,97,82,125,245,205,272,124
sample_854,127,245,105,364,424,104,210,164,109,82,127,245,213,268,122
sample_855,119,236,113,362,428,98,210,164,103,86,121,239,205,262,124
sample_856,129,242,105,366,428,104,215,164,106,82,129,242,213,272,122
sample_857,127,239,105,372,424,104,215,164,100,80,129,239,213,262,124
sample_858,125,239,105,372,424,104,215,172,97,80,129,239,205,261,122
sample_859,129,242,109,372,428,104,210,159,109,80,127,245,213,264,122
sample_860,127,236,113,370,422,107,215,172,100,80,125,239,205,261,124
sample_861,121,233,109,361,426,101,215,172,106,82,123,239,209,266,124
sample_862,129,239,109,370,426,104,210,164,97,78,125,239,213,261,122
sample_863,125,239,105,370,424,104,215,164,100,78,129,233,205,261,122
sample_864,129,239,105,372,428,104,210,164,109,82,129,245,213,272,122
sample_865,123,233,113,370,426,101,210,172,100,78,129,239,205,264,124
sample_866,119,236,105,361,426,107,210,159,103,84,125,236,213,268,124
sample_867,121,239,105,361,424,107,210,172,106,82,123,236,209,268,124
sample_868,119,233,113,361,426,98,215,172,109,86,119,233,209,266,124
sample_869,127,239,105,372,428,104,210,164,106,82,127,239,209,268,122
sample_870,121,233,105,361,426,104,215,172,100,82,125,239,213,266,122
sample_871,127,239,109,372,428,107,215,168,100,80,123,236,209,261,124
sample_872,127,239,109,364,428,107,210,164,103,82,127,239,213,262,122
sample_873,129,233,105,366,428,104,215,164,106,84,119,236,201,266,124
sample_874,125,239,109,372,426,101,210,168,100,82,125,239,205,262,124
sample_875,127,242,101,368,428,104,215,164,109,80,127,245,205,270,122
sample_876,125,239,109,372,426,104,215,159,100,78,127,233,209,261,124
sample_877,119,236,101,362,428,110,210,172,97,86,125,242,205,264,124
sample_878,125,239,105,364,426,104,210,164,106,86,123,236,205,270,122
sample_879,129,239,105,368,422,101,215,168,100,82,129,233,205,261,124
sample_880,119,233,105,368,426,98,215,172,100,86,127,233,213,266,124
sample_881,119,242,109,364,422,104,210,172,100,84,119,236,201,270,122
sample_882,123,239,109,368,428,101,215,168,103,78,125,236,205,261,124
sample_883,121,239,105,361,428,104,210,159,97,86,123,236,213,270,124
sample_884,119,239,105,364,426,110,210,164,106,80,121,233,201,262,124
sample_885,123,233,105,370,428,104,215,172,106,80,125,239,205,264,122
sample_886,125,239,105,372,422,101,215,172,103,80,127,239,213,261,124
sample_887,129,245,105,370,428,104,210,164,103,82,127,245,213,272,122
sample_888,129,239,105,370,422,101,210,168,106,78,123,239,213,262,124
sample_889,129,239,113,370,424,104,210,168,100,80,125,239,213,261,124
sample_890,127,233,101,368,428,104,210,164,109,82,129,236,209,262,122
sample_891,129,239,105,368,428,101,215,172,97,80,127,239,205,261,122
sample_892,129,242,109,364,428,107,210,164,103,82,127,239,213,268,122
sample_893,119,233,101,368,422,107,215,172,109,86,129,233,205,264,124
sample_894,129,242,101,364,426,104,210,164,109,82,129,245,213,272,122
sample_895,121,233,109,361,422,104,210,172,109,86,121,233,213,264,122
sample_896,127,233,105,372,428,101,215,172,100,80,125,242,209,262,124
sample_897,129,239,105,362,426,104,215,172,109,84,125,233,209,264,124
sample_898,121,239,105,364,428,107,215,172,106,86,125,239,205,262,124
sample_899,123,236,105,364,422,107,215,172,103,86,121,242,213,264,122
sample_900,119,233,109,364,426,107,215,172,103,84,119,233,205,264,124
sample_901,119,239,113,364,428,107,210,159,109,86,125,239,205,262,124
sample_902,129,239,105,370,422,104,210,172,100,80,129,233,205,262,124
sample_903,123,242,113,370,424,104,210,164,109,84,125,239,205,266,124
sample_904,125,239,109,370,422,104,215,168,97,82,125,239,209,261,124
sample_905,121,245,109,370,428,101,215,168,103,82,129,236,205,261,124
sample_906,123,239,113,364,424,107,210,164,106,86,121,239,213,264,124
sample_907,127,245,113,370,422,104,215,164,100,82,127,239,209,264,124
sample_908,125,239,105,368,424,101,215,176,97,80,129,239,209,262,124
sample_909,129,236,113,362,426,107,210,164,106,86,125,233,205,264,124
sample_910,119,236,105,361,428,104,210,172,112,80,129,242,209,264,122
sample_911,121,239,105,368,426,107,210,172,106,86,125,239,205,262,124
sample_912,127,233,105,368,426,101,215,172,112,84,121,236,209,270,124
sample_913,121,239,113,368,422,104,210,168,109,86,121,233,205,264,124
sample_914,121,236,105,364,426,107,210,172,109,86,129,236,213,266,124
sample_915,125,239,109,370,428,107,215,168,97,78,129,239,213,262,122
sample_916,121,233,113,366,428,107,210,168,106,84,125,242,213,264,124
sample_917,127,236,101,372,428,104,210,164,109,82,125,245,213,272,124
sample_918,125,239,113,362,422,104,210,172,106,86,125,239,209,264,122
sample_919,125,242,101,366,428,107,210,164,109,82,127,242,213,262,122
sample_920,127,239,113,368,428,104,215,164,97,78,127,233,213,261,124
sample_921,125,239,109,372,426,101,215,172,100,78,125,236,209,261,124
sample_922,121,236,105,366,428,98,210,168,109,86,125,233,201,270,124
sample_923,127,239,109,368,428,107,215,164,100,80,125,236,209,261,124
sample_924,125,239,105,370,428,101,215,159,100,78,127,245,205,264,124
sample_925,123,239,109,370,424,101,215,168,97,78,125,239,213,261,124
sample_926,127,239,113,370,424,104,215,164,106,78,125,239,205,261,122
sample_927,127,239,109,372,424,101,215,168,106,82,129,239,205,261,124
sample_928,129,245,101,364,428,101,210,168,109,82,125,242,209,272,122
sample_929,127,239,105,372,424,104,215,164,100,82,127,239,209,262,124
sample_930,121,236,113,370,422,107,210,172,106,84,129,239,205,264,122
sample_931,119,242,105,362,426,104,210,168,100,84,121,236,205,264,124
sample_932,127,245,105,366,428,107,215,164,109,82,127,242,213,272,122
sample_933,119,236,109,366,428,104,210,172,106,80,125,239,213,264,124
sample_934,125,239,109,370,424,104,215,168,100,78,125,239,209,262,124
sample_935,125,245,109,372,426,101,210,164,109,82,129,233,213,264,122
sample_936,129,239,105,366,424,107,210,172,109,82,125,239,213,262,124
sample_937,127,242,105,370,428,104,210,168,100,78,129,239,213,262,124
sample_938,119,239,105,364,426,104,215,172,100,84,125,236,209,264,124
sample_939,121,239,105,372,426,104,215,172,97,78,129,239,205,261,124
sample_940,125,236,109,372,428,101,215,164,106,80,129,239,209,264,124
sample_941,129,236,109,372,428,101,210,168,106,78,125,239,213,261,124
sample_942,123,236,105,364,428,98,210,172,100,84,121,236,209,264,122
sample_943,125,239,105,370,426,98,215,172,100,80,125,236,213,264,124
sample_944,125,242,109,364,424,107,210,172,106,82,121,233,205,262,124
sample_945,127,242,101,368,426,101,215,172,103,82,129,242,205,272,122
sample_946,125,245,105,368,428,98,210,164,109,82,125,245,205,262,124
sample_947,125,233,113,372,426,101,215,168,100,78,125,236,209,262,124
sample_948,123,236,109,364,428,107,210,164,97,86,123,242,205,264,124
sample_949,125,245,101,368,428,107,210,164,109,80,129,242,209,272,124
sample_950,121,233,105,361,428,110,210,172,106,86,119,239,205,270,124
sample_951,121,233,105,362,424,107,215,172,103,86,125,233,205,266,122
sample_952,121,239,113,366,428,107,210,172,106,86,119,242,213,262,124
sample_953,121,236,105,364,426,104,210,172,109,82,125,239,209,262,124
sample_954,125,245,101,372,426,104,210,164,103,80,125,245,205,272,124
sample_955,129,239,101,368,426,104,210,159,97,82,125,245,209,270,122
sample_956,121,242,109,368,424,104,210,172,106,86,123,236,205,264,124
sample_957,125,239,105,370,424,107,215,168,97,80,125,233,209,261,124
sample_958,121,233,109,372,426,98,215,168,103,80,125,239,205,264,124
sample_959,123,239,113,370,426,104,210,172,106,84,121,236,205,262,124
sample_960,125,236,105,366,428,98,210,172,109,82,119,239,209,264,122
sample_961,125,239,109,372,424,104,215,168,103,82,125,239,213,261,124
sample_962,129,239,113,372,428,104,210,168,97,80,125,233,213,262,122
sample_963,119,233,101,364,422,104,210,172,112,86,127,236,205,266,124
sample_964,129,239,113,368,426,101,215,168,103,78,129,239,213,264,124
sample_965,129,239,109,368,426,101,215,168,97,80,127,239,209,261,122
sample_966,125,239,109,370,422,101,215,164,100,78,125,239,213,262,124
sample_967,125,239,105,370,426,104,215,164,97,78,127,239,205,261,124
sample_968,125,239,109,364,428,101,215,168,109,82,127,245,213,264,122
sample_969,125,242,105,372,426,104,215,176,103,78,123,239,213,262,124
sample_970,127,245,105,370,428,104,215,168,106,78,127,239,205,261,124
sample_971,123,239,101,368,422,98,210,176,106,80,121,236,205,266,124
sample_972,121,236,109,370,422,104,210,159,109,86,123,236,205,270,124
sample_973,125,239,109,372,424,101,210,172,100,78,123,239,209,261,124
sample_974,125,242,105,364,428,98,215,159,106,84,121,236,205,266,124
sample_975,121,239,105,364,426,107,215,164,109,86,127,242,205,264,124
sample_976,121,236,109,366,424,110,210,176,100,86,123,236,205,264,122
sample_977,119,239,113,361,422,107,215,172,103,82,123,236,205,264,124
sample_978,123,239,109,370,422,101,215,172,100,80,129,239,205,261,124
sample_979,119,236,113,364,426,104,210,172,103,84,125,236,205,270,124
sample_980,125,245,109,370,428,98,215,168,97,78,129,239,213,262,122
sample_981,125,239,113,372,422,101,215,168,100,80,125,239,213,264,124
sample_982,127,239,109,370,424,101,215,168,103,82,127,239,205,261,124
sample_983,125,245,101,368,426,104,210,168,103,82,127,242,205,272,122
sample_984,119,236,113,362,422,107,210,172,112,86,121,236,213,266,124
sample_985,129,239,109,370,424,98,215,168,106,78,125,239,205,261,124
sample_986,119,233,105,364,426,104,215,172,106,82,129,236,205,264,122
sample_987,129,239,105,364,428,104,210,172,109,82,127,242,209,262,122
sample_988,119,242,113,362,424,107,215,172,106,86,125,236,209,266,124
sample_989,125,239,109,372,428,104,215,172,100,78,123,239,209,261,124
sample_990,121,236,105,368,426,101,215,164,97,78,125,239,213,262,122
sample_991,123,242,105,362,422,104,210,172,100,84,127,239,209,264,122
sample_992,121,233,109,364,424,107,215,159,109,86,125,236,213,270,122
sample_993,127,245,101,372,428,104,210,168,103,82,125,239,213,268,122
sample_994,125,242,113,372,428,101,215,164,103,82,125,239,209,261,124
sample_995,125,236,113,372,422,107,215,168,106,78,125,239,205,261,124
sample_996,121,239,113,364,424,110,210,172,97,82,119,236,209,262,122
sample_997,129,233,105,370,426,101,215,172,106,80,125,239,205,261,122
sample_998,119,236,109,362,428,104,210,172,109,84,123,242,201,266,124
sample_999,125,236,109,364,422,98,215,172,106,82,123,233,205,266,124
sample_1000,119,236,113,364,428,104,215,164,106,82,125,242,213,264,122
sample_1001,125,239,109,368,424,98,215,164,103,80,125,236,213,261,124
sample_1002,125,245,105,366,428,110,210,164,109,82,129,242,213,272,124
sample_1003,121,233,105,366,426,107,215,172,106,86,125,239,205,268,122
sample_1004,123,233,113,362,422,107,215,164,106,82,121,242,205,264,124
sample_1005,125,239,105,368,428,101,215,168,103,82,123,239,209,261,124
sample_1006,125,236,109,372,428,104,215,164,103,82,127,239,209,262,122
sample_1007,121,236,113,368,428,107,210,176,109,84,121,236,209,262,122
sample_1008,121,233,113,364,428,104,215,172,106,84,129,236,213,266,122
sample_1009,125,239,109,370,422,104,215,172,106,80,125,239,209,262,124
sample_1010,129,239,105,370,424,101,215,172,103,78,129,239,205,262,122
sample_1011,125,239,109,372,422,107,215,168,100,80,127,239,209,262,124
sample_1012,127,245,101,366,424,107,210,168,109,84,127,245,205,272,122
sample_1013,119,236,105,364,428,104,210,172,109,82,123,236,209,264,124
sample_1014,121,242,105,366,426,104,210,172,112,80,123,236,205,264,124
sample_1015,125,233,105,372,426,101,215,168,103,82,125,233,205,261,124
sample_1016,123,239,105,368,428,104,215,168,106,82,129,239,213,261,122
sample_1017,125,233,105,372,422,101,215,172,100,80,125,239,205,264,124
sample_1018,123,242,105,368,428,110,210,164,109,86,121,236,209,264,124
sample_1019,125,239,105,372,426,104,215,159,106,80,127,245,205,261,122
sample_1020,125,239,109,370,424,107,215,172,100,80,127,239,205,261,122
sample_1021,129,236,109,362,428,104,215,172,103,86,123,239,201,266,122
sample_1022,119,242,109,366,428,107,215,168,106,82,121,239,213,262,122
sample_1023,119,242,105,362,422,107,210,172,106,86,121,236,209,264,124
sample_1024,125,236,109,364,426,98,215,159,106,80,121,239,213,266,124
sample_1025,121,236,105,370,428,107,210,168,100,84,123,236,209,264,124
sample_1026,127,239,113,370,424,101,215,172,100,78,129,239,205,261,124
sample_1027,119,236,109,361,422,98,215,172,97,86,121,242,205,266,124
sample_1028,127,245,105,362,428,98,210,164,109,82,125,242,209,264,122
sample_1029,119,233,105,362,422,107,215,176,103,86,121,242,205,270,122
sample_1030,125,239,105,370,424,98,215,164,97,78,129,236,209,261,122
sample_1031,121,239,109,364,422,104,210,176,109,86,123,239,205,264,124
sample_1032,127,239,109,368,426,104,215,168,106,80,125,239,213,262,124
sample_1033,127,239,113,372,428,101,215,164,100,82,129,242,209,261,124
sample_1034,127,236,109,372,422,101,215,168,103,80,127,239,209,261,124
sample_1035,123,239,105,364,428,104,210,168,109,86,125,236,209,266,122
sample_1036,121,236,101,366,426,104,210,172,106,80,125,233,205,268,122
sample_1037,123,233,105,368,426,107,215,172,100,86,119,233,201,264,122
sample_1038,119,236,113,362,428,104,215,172,106,82,129,239,213,268,124
sample_1039,125,239,113,368,426,101,215,164,97,80,129,239,205,261,124
sample_1040,119,239,109,364,422,104,210,172,106,82,125,236,205,266,124
sample_1041,123,236,105,361,422,107,210,172,97,82,125,236,209,266,124
sample_1042,127,233,105,372,424,101,215,172,103,78,125,239,205,261,124
sample_1043,125,239,109,372,428,101,210,168,100,78,129,239,209,261,124
sample_1044,127,236,113,368,422,110,210,172,106,80,125,236,213,264,122
sample_1045,127,239,105,362,428,104,210,164,109,82,125,239,205,264,124
sample_1046,125,236,109,370,428,101,215,172,100,78,125,239,213,262,124
sample_1047,129,239,113,368,426,101,210,172,100,78,125,239,205,262,124
sample_1048,121,236,113,372,422,101,215,172,100,80,123,239,209,261,124
sample_1049,127,236,101,364,426,107,210,164,103,82,121,239,205,266,124
sample_1050,125,239,109,372,422,104,215,164,100,78,125,239,209,264,124
sample_1051,129,245,109,372,424,98,210,164,106,78,129,233,213,261,124
sample_1052,125,239,105,372,424,104,215,164,106,80,129,233,209,261,124
sample_1053,129,239,109,368,422,104,215,172,106,82,127,239,209,264,124
sample_1054,125,239,109,370,424,101,215,172,100,80,125,239,209,261,124
sample_1055,121,242,105,362,424,104,210,176,103,82,123,239,213,266,122
sample_1056,121,239,105,364,422,104,210,159,106,82,125,239,209,264,124
sample_1057,125,242,101,364,428,107,210,164,103,82,129,245,213,272,124
sample_1058,125,236,113,364,422,101,210,172,106,86,123,236,205,262,122
sample_1059,129,245,105,372,428,98,215,159,97,78,125,239,209,261,124
sample_1060,129,239,109,370,422,104,215,168,103,78,125,239,205,261,122
sample_1061,125,245,105,372,428,101,215,172,97,80,125,242,209,261,122
sample_1062,125,239,105,372,426,101,215,168,100,78,129,239,205,264,124
sample_1063,125,239,109,370,426,104,215,164,100,78,127,239,209,264,124
sample_1064,125,242,105,370,428,98,215,168,103,80,127,239,205,262,122
sample_1065,125,239,113,372,428,101,215,168,100,80,127,236,209,262,124
sample_1066,123,236,105,361,428,104,210,176,106,86,127,236,201,268,124
sample_1067,125,242,105,364,422,104,210,164,97,86,119,236,201,268,124
sample_1068,123,236,109,370,428,101,215,172,106,82,125,239,209,264,124
sample_1069,119,236,105,364,426,101,210,172,97,86,125,233,205,264,122
sample_1070,127,239,109,372,426,101,215,164,100,78,129,239,213,261,124
sample_1071,125,239,113,372,422,101,215,168,97,82,125,239,209,261,124
sample_1072,127,245,101,372,428,104,210,164,106,82,127,245,213,272,124
sample_1073,125,242,109,362,428,104,210,164,109,82,127,239,205,272,122
sample_1074,121,239,105,362,426,107,215,172,106,84,129,236,205,262,122
sample_1075,129,239,109,372,422,101,215,172,97,82,125,239,209,261,124
sample_1076,125,239,113,368,424,98,215,172,106,80,125,239,209,262,124
sample_1077,121,239,105,366,426,101,215,176,106,86,119,242,205,266,124
sample_1078,119,239,109,361,422,104,210,168,112,80,125,233,205,266,124
sample_1079,129,245,105,368,428,104,210,164,106,80,127,239,213,272,122
sample_1080,121,239,105,364,424,104,210,172,109,84,123,233,213,262,124
sample_1081,119,233,105,366,428,107,210,172,106,86,123,233,209,266,124
sample_1082,123,233,113,366,424,110,215,159,106,84,123,236,209,264,124
sample_1083,123,239,105,362,428,104,210,172,109,86,127,239,205,264,124
sample_1084,125,242,113,372,424,107,215,176,106,80,125,239,205,261,124
sample_1085,121,236,109,362,424,104,210,164,109,86,125,236,205,266,124
sample_1086,129,239,105,370,424,101,215,164,100,82,125,239,213,262,124
sample_1087,129,239,105,364,422,98,215,172,106,86,123,242,209,262,124
sample_1088,123,239,105,361,422,98,210,164,106,82,125,236,213,264,124
sample_1089,119,233,113,362,426,107,210,172,112,84,123,242,205,266,124
sample_1090,129,242,105,364,428,107,215,164,109,82,127,242,213,272,122
sample_1091,125,239,109,368,422,101,215,168,100,80,129,236,205,261,124
sample_1092,127,239,109,372,428,101,215,168,100,78,125,233,205,261,124
sample_1093,125,239,113,370,426,101,215,168,100,80,123,233,209,261,124
sample_1094,121,233,113,372,426,101,215,172,100,80,127,233,209,261,124
sample_1095,121,239,105,372,424,104,215,168,100,78,123,245,205,261,122
sample_1096,127,239,113,372,424,101,215,164,106,78,127,239,209,261,124
sample_1097,119,236,113,362,428,101,210,172,106,86,125,239,205,264,124
sample_1098,119,236,101,362,422,98,210,168,97,84,125,236,201,264,124
sample_1099,125,236,113,372,426,101,215,168,100,78,125,236,213,264,124
sample_1100,129,239,105,372,426,98,215,172,97,80,127,239,205,262,122
sample_1101,127,242,101,370,428,107,210,164,109,80,127,245,213,272,122
sample_1102,119,236,105,362,422,107,210,176,106,84,129,233,205,264,122
sample_1103,127,245,105,364,428,104,210,164,109,82,125,236,205,272,122
sample_1104,119,233,109,370,426,101,215,172,109,82,121,239,205,264,124
sample_1105,127,245,105,362,424,101,210,164,109,82,127,242,213,272,124
sample_1106,127,239,105,368,422,104,215,176,109,82,123,242,205,264,122
sample_1107,119,236,105,366,428,107,215,172,97,82,125,239,213,264,124
sample_1108,123,236,109,362,428,107,210,172,109,82,125,233,205,262,124
sample_1109,125,245,109,362,428,107,215,164,103,82,125,245,205,264,122
sample_1110,127,233,113,372,426,101,215,168,106,78,127,239,213,262,124
sample_1111,129,245,109,372,428,104,215,172,103,80,125,239,209,262,122
sample_1112,125,239,105,372,426,104,215,168,106,78,127,239,209,261,124
sample_1113,123,233,105,364,428,104,210,176,109,84,119,233,205,264,122
sample_1114,127,236,105,370,424,107,215,159,106,86,121,233,205,262,124
sample_1115,121,233,109,364,428,110,215,176,112,84,123,236,213,268,124
sample_1116,121,239,109,364,428,107,210,172,106,82,125,236,213,262,122
sample_1117,125,239,109,372,424,104,215,164,97,80,125,236,213,261,124
sample_1118,127,242,101,366,428,101,210,164,106,80,129,245,213,272,124
sample_1119,121,239,105,364,424,107,210,172,106,80,121,233,205,262,124
sample_1120,119,239,105,364,424,104,215,172,100,80,123,236,213,264,124
sample_1121,119,236,109,362,426,98,210,172,106,84,125,236,205,264,122
sample_1122,127,233,109,370,424,101,210,159,103,82,129,239,209,262,124
sample_1123,121,239,113,372,426,98,215,172,97,80,125,239,205,262,124
sample_1124,125,233,109,362,426,101,215,172,100,86,121,239,213,268,122
sample_1125,123,239,109,372,422,104,215,172,100,80,127,239,213,261,124
sample_1126,119,236,109,364,426,107,210,172,106,82,123,233,213,266,122
sample_1127,123,239,113,370,426,107,210,172,100,84,123,236,209,264,124
sample_1128,127,242,113,368,426,101,215,172,103,78,127,239,209,261,124
sample_1129,125,245,109,370,426,104,215,164,112,80,127,245,213,272,122
sample_1130,119,236,105,364,428,104,210,164,109,84,121,233,213,262,124
sample_1131,119,239,105,362,428,101,210,164,109,86,123,236,209,270,124
sample_1132,125,233,105,372,422,107,210,168,103,78,125,245,213,262,124
sample_1133,125,239,105,370,428,104,215,172,100,78,125,242,209,261,124
sample_1134,127,239,113,370,428,104,215,172,100,78,125,233,209,262,122
sample_1135,129,239,109,368,424,101,215,172,100,78,125,239,213,264,124
sample_1136,119,233,101,366,426,104,210,172,103,86,125,236,205,264,124
sample_1137,127,239,113,370,424,101,215,172,100,78,125,242,209,261,124
sample_1138,121,239,109,370,424,101,215,168,103,80,127,239,205,262,124
sample_1139,121,242,105,364,424,107,210,172,106,80,125,236,205,262,124
sample_1140,127,245,105,372,424,101,210,172,97,80,127,245,213,264,124
sample_1141,125,239,105,368,422,101,215,168,100,78,129,239,209,262,124
sample_1142,127,239,109,372,428,101,215,168,97,78,125,245,213,261,122
sample_1143,129,239,109,370,428,104,215,168,100,78,125,239,209,261,124
sample_1144,127,245,109,364,428,104,210,164,106,82,129,239,213,268,122
sample_1145,119,233,105,370,422,107,210,168,109,86,119,239,205,270,124
sample_1146,125,233,105,372,428,104,215,168,97,80,125,239,213,261,124
sample_1147,129,239,113,372,422,101,215,172,100,78,127,239,205,262,124
sample_1148,127,242,105,372,424,104,215,164,109,80,129,245,213,270,122
sample_1149,123,236,109,362,428,101,210,159,103,84,125,233,205,262,122
sample_1150,125,245,109,370,428,104,215,164,100,80,125,239,205,262,124
sample_1151,121,242,109,372,422,101,215,172,97,82,125,239,205,264,124
sample_1152,125,239,109,372,426,104,215,168,103,80,125,236,213,262,124
sample_1153,125,236,105,372,422,101,215,164,100,78,123,239,209,262,124
sample_1154,125,239,105,366,426,101,210,172,97,86,123,242,205,268,124
sample_1155,125,239,105,368,422,104,215,164,100,78,125,233,205,261,122
sample_1156,125,239,109,372,428,104,215,168,106,82,127,239,205,262,122
sample_1157,129,242,105,372,428,104,215,164,106,82,125,245,213,268,122
sample_1158,129,239,105,372,426,104,210,172,100,78,127,233,213,264,124
sample_1159,129,233,109,370,426,101,215,168,100,78,127,239,209,261,122
sample_1160,129,242,105,370,428,101,210,164,97,82,127,245,213,270,122
sample_1161,121,239,105,364,424,110,215,159,100,86,121,233,209,264,124
sample_1162,127,239,109,372,428,101,210,172,97,82,129,233,209,261,124
sample_1163,125,239,105,368,426,101,215,168,106,78,127,233,213,261,124
sample_1164,127,239,109,372,428,107,215,168,103,82,127,239,213,262,122
sample_1165,129,236,109,370,426,101,215,164,100,78,125,239,209,264,124
sample_1166,125,236,113,364,428,107,210,172,112,86,123,233,201,264,124
sample_1167,125,239,109,370,422,104,215,172,103,80,127,239,205,264,124
sample_1168,119,236,113,366,424,107,210,159,109,82,125,242,201,266,122
sample_1169,119,236,109,368,426,101,215,172,109,84,127,233,205,268,122
sample_1170,127,239,105,372,428,101,215,172,100,80,125,245,209,264,124
sample_1171,119,236,105,362,422,107,215,172,103,84,123,236,213,270,124
sample_1172,127,245,113,372,426,101,215,172,103,78,129,239,213,261,124
sample_1173,127,236,109,361,426,107,215,164,109,82,121,239,209,266,124
sample_1174,121,233,113,364,422,104,210,164,100,86,123,236,205,266,122
sample_1175,121,245,109,370,424,101,215,168,106,78,127,239,213,262,122
sample_1176,127,242,105,362,428,110,215,164,109,80,127,242,213,268,122
sample_1177,127,233,105,370,426,104,215,164,106,80,125,239,209,264,124
sample_1178,129,236,105,366,424,101,215,168,109,86,121,236,201,264,124
sample_1179,125,242,105,368,426,101,210,164,112,84,129,242,209,270,122
sample_1180,119,239,105,368,424,104,210,159,109,82,119,236,201,270,122
sample_1181,125,245,105,372,426,107,210,164,103,82,125,245,209,272,122
sample_1182,125,236,105,366,422,104,210,172,97,86,129,242,205,264,124
sample_1183,121,239,109,372,424,104,215,168,100,82,127,233,213,261,124
sample_1184,127,239,109,368,426,104,215,168,97,80,125,233,209,261,122
