Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
4662,80,13758,1Fam,7,6,2,0,6,1941,384,3,GasA,Y,1620,0,2010,128752.596842659
4663,72,12589,1Fam,5,7,1,1,8,1969,858,3,GasA,Y,1269,0,2006,125502.323782589
4664,70,12137,1Fam,4,6,2,0,5,1960,941,3,GasA,N,1520,0,2010,179483.613897623
4665,63,9600,1Fam,5,5,2,0,5,1967,525,3,GasA,Y,1430,0,2007,158902.898741681
4666,47,17120,1Fam,6,5,2,0,5,2006,588,2,GasA,Y,1842,0,2008,209555.581926267
4667,53,6371,1Fam,4,5,1,0,8,1926,756,3,GasA,Y,1320,0,2010,113174.750870699
4668,93,9000,Duplex,6,5,1,1,4,1954,1573,2,GasA,Y,1232,0,2006,148375.379350484
4669,21,11670,TwnhsE,5,5,1,0,6,1977,1406,3,GasA,Y,1306,0,2007,217253.851520536
4670,60,5062,1Fam,6,6,2,1,7,1960,804,3,GasA,Y,1040,0,2006,84190.9266280122
4671,76,8640,1Fam,7,5,1,1,7,1997,848,3,GasA,Y,1496,0,2009,188937.053489258
4672,,14331,1Fam,6,5,2,1,7,1941,742,2,GasA,Y,2640,0,2006,177460.531268331
4673,24,11670,1Fam,6,6,2,0,7,1920,944,2,GasA,Y,1358,0,2009,126569.916134098
4674,,9142,Twnhs,5,6,1,0,7,2005,384,3,GasA,Y,1224,0,2009,128715.784020593
4675,51,7819,1Fam,5,6,2,0,6,2004,1030,3,GasA,N,1126,0,2010,128035.404702828
4676,85,12220,1Fam,7,5,1,0,4,1941,796,3,GasA,Y,861,0,2007,155143.504772472
4677,68,11075,1Fam,5,7,2,1,5,2006,1134,4,GasA,Y,2046,0,2009,207024.833392935
4678,50,7472,1Fam,5,6,1,0,6,1996,1008,3,GasA,Y,3140,0,2008,176237.21754915
4679,75,8012,TwnhsE,6,5,1,0,7,1983,1856,3,GasA,Y,1432,0,2006,176661.236001264
4680,66,8450,1Fam,5,8,2,0,6,1950,680,2,GasA,Y,2612,0,2010,165131.499737025
4681,51,11767,1Fam,8,7,2,1,5,1977,1396,3,GasA,Y,1732,0,2010,237048.643590425
4682,100,8800,1Fam,6,5,1,1,7,2008,1478,4,GasA,Y,892,0,2009,199282.026631542
4683,98,8123,1Fam,7,5,2,0,10,2004,1362,4,GasA,Y,1422,0,2009,212590.246267215
4684,81,8400,1Fam,5,7,1,1,8,1995,896,4,GasA,Y,1314,0,2009,156301.644000088
4685,80,7931,1Fam,4,8,1,0,10,1999,912,3,GasA,Y,1494,0,2006,182289.674268803
4686,100,8600,1Fam,7,5,1,0,7,1975,764,2,GasA,Y,1352,0,2007,168621.242195042
4687,75,9947,1Fam,5,5,1,0,5,1949,0,3,GasA,Y,2324,0,2009,153110.455035394
4688,118,10659,1Fam,5,5,1,0,10,1962,1522,4,GasA,Y,1458,0,2010,151033.518924798
4689,,5062,1Fam,6,6,2,0,6,1890,270,3,GasA,Y,1652,0,2006,117045.024371802
4690,34,4426,2fmCon,7,9,1,0,5,1963,1318,3,GasA,Y,912,0,2006,152770.264516848
4691,50,6060,1Fam,6,6,2,0,9,2000,1536,2,GasA,Y,2287,0,2006,216850.928015042
4692,50,16033,TwnhsE,6,5,1,0,3,2003,0,3,GasA,Y,1717,0,2007,149642.039337146
4693,55,2572,TwnhsE,6,7,2,0,8,1958,918,4,GasA,Y,1360,0,2009,147591.300987354
4694,78,5000,1Fam,5,7,1,1,9,1999,1029,3,GasA,N,1616,0,2008,168646.757497928
4695,79,11040,2fmCon,5,5,2,0,5,1976,1028,4,GasA,Y,1144,0,2007,128288.471041628
4696,,11050,1Fam,5,5,2,1,6,1949,520,3,GasA,Y,1116,0,2006,138243.854504597
4697,60,10800,1Fam,8,5,1,0,7,1953,1302,2,GasA,Y,1230,0,2007,177947.714865864
4698,55,25419,1Fam,5,8,2,0,7,2005,483,2,GasA,Y,864,0,2009,119465.486894042
4699,34,9760,1Fam,5,7,2,0,6,1959,480,3,GasA,Y,1073,0,2006,114570.551915957
4700,,14803,1Fam,5,6,2,0,5,1924,796,2,GasA,Y,1968,0,2007,185091.713399763
4701,80,9158,1Fam,6,5,1,1,6,1970,1310,3,GasA,Y,875,0,2008,178981.019408486
4702,51,15750,2fmCon,1,7,1,0,8,1945,650,4,GasA,Y,1603,0,2010,143726.773002355
4703,60,11851,1Fam,6,5,1,0,6,2004,1670,2,GasA,Y,1232,0,2006,206020.85289063
4704,81,2572,1Fam,6,5,1,1,7,2005,918,3,GasA,Y,1479,0,2007,171948.467232102
4705,100,9588,1Fam,7,5,2,1,6,2006,483,3,GasA,Y,1268,0,2009,146025.559770709
4706,91,11645,1Fam,5,6,1,0,4,1977,953,3,GasA,N,1034,0,2009,127971.231981843
4707,,12416,1Fam,7,5,1,0,7,1995,673,3,GasA,Y,1978,0,2009,222804.62729711
4708,70,4928,1Fam,5,6,1,0,5,1915,1869,3,GasA,Y,904,0,2006,115851.686788555
4709,50,8738,1Fam,6,8,2,1,8,1960,1128,2,GasA,Y,2287,0,2010,189568.495378661
4710,,8410,1Fam,5,5,2,0,3,1955,1390,3,GasA,Y,899,0,2009,132055.121348566
4711,60,7875,1Fam,8,5,2,0,6,2009,804,3,GasA,Y,1425,0,2009,233420.368372869
4712,60,9600,1Fam,5,5,1,1,7,2005,1563,3,GasA,Y,1709,0,2006,167630.627573236
4713,62,8544,1Fam,6,5,2,0,6,1931,796,3,GasA,N,1144,0,2010,143183.193297997
4714,44,2651,1Fam,8,5,1,1,6,1950,996,1,GasA,Y,1742,0,2009,223030.698269972
4715,100,11924,1Fam,6,8,2,1,5,1992,1004,3,GasA,Y,1796,0,2009,236494.573297756
4716,97,8521,1Fam,7,8,1,1,8,1959,0,2,GasA,Y,2035,0,2008,212557.651888665
4717,,11844,1Fam,6,5,2,1,6,1961,961,3,GasA,Y,1586,0,2008,173991.797301156
4718,72,9196,1Fam,5,5,2,0,6,1963,1143,2,GasA,Y,2504,0,2008,219758.183253008
4719,52,13695,1Fam,4,5,1,0,4,2006,728,3,GasA,Y,2082,0,2008,214168.076207613
4720,70,16033,1Fam,5,8,1,1,4,2003,0,3,GasA,Y,1512,0,2008,159194.772507902
4721,,1950,1Fam,6,7,2,1,7,1968,530,4,GasA,Y,999,0,2008,97777.0469123696
4722,,8814,Twnhs,4,5,1,1,6,1912,0,3,GasA,Y,1548,0,2009,130540.966772807
4723,,12435,1Fam,5,5,1,1,5,1963,1484,3,GasA,N,1414,0,2010,151903.11287585
4724,85,7472,1Fam,5,7,2,0,7,1931,1616,3,GasA,N,1337,0,2008,156172.485546912
4725,87,6853,2fmCon,7,5,1,0,6,1975,1580,4,GasA,Y,1080,0,2007,199932.284167449
4726,60,21872,1Fam,6,8,2,1,5,1977,892,3,GasA,Y,965,0,2007,131220.910181876
4727,65,11184,1Fam,4,6,2,1,5,2006,1582,3,GasA,Y,1484,0,2007,192954.752841727
4728,70,9206,1Fam,5,5,2,1,6,1999,1705,3,GasA,Y,1060,0,2008,223451.825207164
4729,60,9020,1Fam,7,2,2,0,5,1972,1478,3,GasA,Y,1717,0,2007,153346.789565532
4730,60,13478,TwnhsE,8,3,2,0,9,2004,1262,2,GasA,Y,1535,0,2009,261603.989164135
4731,101,10900,1Fam,5,5,2,1,7,1996,896,3,GasA,N,1389,0,2010,146380.035920919
4732,55,9291,1Fam,7,7,2,0,4,1986,1686,2,GasA,Y,1056,0,2008,217079.962298185
4733,24,10800,1Fam,8,5,2,0,5,1955,1518,3,GasA,Y,860,0,2006,205153.443092972
4734,85,12702,1Fam,8,5,2,0,8,1960,1150,1,GasA,Y,1656,0,2009,218297.202879206
4735,78,11888,Duplex,6,7,3,0,10,1964,0,2,GasA,Y,912,0,2008,123582.362855879
4736,65,13472,Twnhs,6,5,1,0,5,1964,1064,2,GasA,Y,902,0,2007,116368.35403695
4737,41,12702,1Fam,7,5,2,1,5,1965,1383,2,GasA,Y,1406,0,2009,179512.19524646
4738,,3922,2fmCon,5,5,2,0,6,1965,912,3,GasA,Y,1118,648,2007,123246.303033509
4739,79,14230,1Fam,4,5,1,0,6,1997,1833,3,GasA,Y,1479,0,2008,169194.777177204
4740,,11250,1Fam,5,5,1,1,9,1963,596,4,GasA,Y,1586,0,2009,151410.468694362
4741,90,10594,1Fam,6,5,1,0,4,2000,864,3,GasA,Y,1502,0,2009,183170.327924235
4742,68,11143,1Fam,5,5,2,0,6,1998,894,6,GasA,Y,1961,0,2010,171600.61156854
4743,97,10207,1Fam,4,7,2,1,9,1953,1440,4,GasA,Y,2060,0,2008,189513.412234425
4744,47,7200,1Fam,9,5,1,1,4,1959,1362,3,GasA,Y,1625,0,2008,197560.52011129
4745,81,164660,1Fam,5,5,1,0,7,1962,1028,3,GasA,Y,1696,0,2009,198708.897487186
4746,53,13360,TwnhsE,8,5,1,0,6,1972,672,3,GasA,Y,1062,0,2007,145279.082533435
4747,42,7931,1Fam,5,5,1,0,6,2002,1032,4,GasA,Y,1052,0,2010,179186.636788764
4748,70,7700,1Fam,4,5,2,0,7,2005,1039,3,GasA,Y,2554,0,2006,176782.543219002
4749,,8012,1Fam,9,5,2,0,9,1970,728,3,GasA,Y,1428,0,2009,199633.040559064
4750,75,45600,1Fam,5,5,2,1,7,2008,1249,4,GasA,Y,1478,0,2009,218339.066639497
4751,86,8400,1Fam,4,5,2,0,8,1993,462,4,GasA,Y,1164,0,2006,140383.510362196
4752,80,25095,2fmCon,5,5,2,0,4,1961,849,2,GasA,Y,1092,0,2010,148503.361190945
4753,,9297,1Fam,6,5,2,0,8,1914,709,3,GasA,Y,1402,0,2010,126758.156581148
4754,,9375,TwnhsE,7,5,1,0,5,1976,1362,3,GasA,Y,1056,0,2007,172833.880755209
4755,60,8800,1Fam,9,5,1,1,6,1923,1670,2,GasA,Y,2344,0,2009,300171.460287618
4756,70,11846,1Fam,4,5,2,1,8,1952,1262,2,GasA,Y,1566,0,2010,141618.798022072
4757,,5395,1Fam,6,5,2,0,3,1989,912,3,GasA,N,935,0,2006,139029.879308852
4758,84,6442,1Fam,6,6,1,1,7,1977,943,2,GasA,Y,1203,0,2008,143829.729747914
4759,87,6402,TwnhsE,5,5,2,0,8,2006,825,3,GasA,Y,767,0,2007,126996.969809922
4760,150,8320,1Fam,5,7,1,1,6,1965,1040,2,GasA,Y,1844,0,2009,195584.692727821
4761,,7990,1Fam,7,8,1,0,6,1941,1190,2,GasA,Y,2295,0,2010,263017.399157094
4762,60,11988,1Fam,4,5,1,1,5,1885,624,3,GasA,Y,1962,0,2008,119744.115086613
4763,80,11616,1Fam,7,5,1,0,6,1993,1362,3,GasA,Y,2468,0,2007,255651.824089093
4764,116,6040,1Fam,4,5,2,0,7,1971,756,3,GasA,Y,1869,0,2008,116608.791515022
4765,70,9600,1Fam,5,5,1,0,5,2000,960,4,GasA,Y,1792,0,2008,222642.446447952
4766,75,7596,1Fam,8,6,2,0,6,1992,859,4,GasA,Y,1126,0,2007,174810.465143324
4767,100,5062,1Fam,5,5,2,1,7,1936,547,3,GasA,Y,1869,0,2009,166736.588653715
4768,,5232,1Fam,5,5,1,0,6,1994,1092,4,GasA,Y,2978,0,2008,206864.259757883
4769,,9000,1Fam,8,5,2,1,7,2006,870,3,GasA,Y,1679,0,2009,266052.854347058
4770,65,14000,1Fam,5,5,1,1,10,2000,1470,3,Grav,Y,2256,0,2009,202363.142881018
4771,,7000,1Fam,6,5,2,1,7,2005,883,2,GasA,Y,858,0,2008,140314.280047913
4772,63,9600,TwnhsE,5,5,2,0,7,1998,945,0,GasA,Y,1291,0,2006,164014.120705257
4773,80,9382,1Fam,5,6,1,1,6,1976,1003,2,GasA,Y,2259,0,2009,165959.037782086
4774,85,14859,1Fam,8,5,1,1,5,1961,630,2,GasA,Y,796,0,2008,142563.311892868
4775,69,10637,1Fam,5,5,2,0,8,2006,1004,3,GasA,Y,3228,0,2008,258123.261703498
4776,24,10355,1Fam,8,5,2,0,7,1977,0,4,GasA,Y,2031,0,2010,222334.576511906
4777,50,13472,1Fam,5,5,2,2,5,1967,718,1,GasA,Y,1728,0,2009,138994.587129457
4778,75,8125,1Fam,4,8,2,0,9,2007,736,3,GasA,Y,2240,0,2007,177844.188039142
4779,70,5330,TwnhsE,6,7,2,1,10,1976,1281,4,GasA,Y,764,0,2006,152230.844623464
4780,,11443,1Fam,6,6,2,0,7,1974,1541,2,GasA,Y,948,0,2007,131210.4250199
4781,50,5520,1Fam,5,5,2,0,8,1964,1017,3,GasA,Y,1200,0,2009,115170.535265967
4782,65,7577,1Fam,5,7,2,0,6,1890,1088,3,GasA,Y,1774,0,2007,170960.360084229
4783,,10240,1Fam,5,5,1,0,5,2004,866,3,GasA,Y,2098,0,2006,199693.217414852
4784,70,21695,1Fam,5,5,2,0,4,1964,1516,2,GasA,Y,1484,0,2007,198968.812834395
4785,54,9873,1Fam,6,5,2,0,7,1932,630,1,GasA,Y,2320,0,2006,144515.244254966
4786,24,13907,TwnhsE,7,7,2,0,5,1988,1161,3,GasA,N,1610,0,2008,208177.269681678
4787,50,7018,1Fam,6,5,1,1,8,2000,907,2,GasA,Y,816,0,2008,117334.207108533
4788,60,18386,1Fam,7,6,2,1,7,2006,1686,2,GasA,Y,1802,0,2008,282777.583469603
4789,43,3378,1Fam,7,7,2,1,6,1970,965,4,GasA,N,2030,0,2006,167362.254632374
4790,95,8400,1Fam,6,5,1,0,7,2006,384,3,GasA,Y,2020,0,2009,160883.389351096
4791,34,9245,1Fam,6,5,2,1,9,1972,968,3,GasA,Y,2098,0,2008,184945.069994996
4792,74,9600,Duplex,8,9,2,0,6,1972,1417,3,GasA,Y,1306,0,2006,201731.978957747
4793,50,11751,1Fam,5,5,2,1,7,1966,784,3,GasA,Y,2240,0,2010,157240.884089226
4794,50,9600,1Fam,5,6,1,0,6,1976,384,3,GasA,Y,1065,0,2006,169653.434470815
4795,50,2117,1Fam,6,5,1,0,4,1955,1468,2,GasA,Y,1629,0,2009,156804.448531547
4796,75,9600,1Fam,6,9,1,0,9,1926,918,3,GasA,Y,1647,0,2006,166677.422090166
4797,78,12798,1Fam,7,6,2,0,6,1967,960,4,GasA,Y,1224,0,2009,169411.354185447
4798,,4500,1Fam,9,5,2,1,5,1976,1095,2,GasA,Y,1578,0,2007,185609.250250963
4799,69,9187,1Fam,6,6,1,1,5,2005,882,3,GasA,Y,788,0,2006,113845.407981882
4800,70,11070,1Fam,5,6,2,1,7,1963,1208,3,GasA,Y,2596,0,2009,206999.328764223
4801,60,9120,1Fam,6,5,1,0,5,1945,774,4,GasA,Y,2466,0,2010,123063.293780895
4802,,7264,1Fam,8,5,2,0,6,1920,960,4,GasA,Y,1441,0,2008,204361.370981829
4803,66,8777,1Fam,6,7,2,0,8,2007,840,3,GasA,Y,1269,0,2010,153820.970218675
4804,70,6130,1Fam,5,6,2,1,5,1983,894,2,GasA,N,1836,0,2006,201968.444539303
4805,130,3230,1Fam,6,9,2,0,9,1958,1160,1,GasA,Y,1511,0,2007,158607.960972278
4806,,11645,1Fam,8,5,2,0,7,1923,1202,3,GasA,Y,2630,0,2008,261657.532378675
4807,91,16492,1Fam,5,6,2,0,7,1966,910,3,GasA,Y,480,0,2009,91216.9851283
4808,67,10800,1Fam,7,6,2,0,14,1984,1473,3,GasA,Y,971,0,2006,210817.033323343
4809,,9947,1Fam,7,8,1,1,7,2002,3200,3,GasA,Y,884,0,2010,198943.075349104
4810,,9200,1Fam,6,5,1,0,6,1997,1453,3,GasA,Y,1691,0,2007,215272.766043531
4811,78,11394,1Fam,7,7,2,0,8,2005,1362,4,GasA,Y,1158,0,2008,191638.75268044
4812,60,7677,1Fam,7,5,2,0,8,1935,1152,3,GasA,Y,1269,0,2008,176598.614313467
4813,80,9360,TwnhsE,7,7,2,0,8,1976,1013,3,GasA,Y,988,0,2010,200668.005782205
4814,74,3182,Twnhs,7,8,2,0,5,1992,1092,2,GasA,Y,1468,0,2006,175808.944689083
4815,34,16259,1Fam,6,5,1,0,10,1953,884,2,GasA,Y,1040,0,2007,123145.550624164
4816,73,8248,1Fam,7,5,1,1,4,1953,1517,2,GasA,Y,1392,0,2008,162377.453689931
4817,24,7800,1Fam,6,8,2,0,8,1920,1522,3,GasA,Y,2236,0,2006,191185.061267393
4818,50,3182,1Fam,6,5,2,0,11,1995,1050,3,GasA,Y,1960,0,2008,173951.536093953
4819,60,7588,TwnhsE,8,5,1,1,6,2006,864,5,GasA,Y,2036,0,2008,226283.337384679
4820,60,10029,1Fam,4,5,2,1,5,1913,858,3,GasA,Y,1349,0,2007,127600.249559462
4821,68,12552,1Fam,4,7,2,1,5,1977,1617,2,GasA,Y,1301,0,2007,194649.510589408
4822,60,2268,1Fam,7,5,1,0,7,1955,796,2,GasA,Y,1560,0,2007,167319.583581531
4823,80,18386,1Fam,8,6,1,0,4,2000,506,6,GasA,Y,1387,0,2006,216467.54239291
4824,75,8405,1Fam,5,5,1,0,5,1956,716,3,GasA,Y,912,0,2008,139810.067062382
4825,62,8176,1Fam,8,5,1,0,5,2003,912,3,GasA,Y,1440,0,2009,200650.82065381
4826,79,16905,1Fam,8,5,2,1,6,2003,848,3,GasA,Y,1200,0,2009,204108.149193776
4827,60,12640,1Fam,5,5,1,0,7,1924,625,3,GasA,N,1040,0,2008,61634.7578869264
4828,,10207,1Fam,6,5,2,0,11,1997,907,3,GasA,Y,1761,0,2009,197815.995471132
4829,,12220,1Fam,3,6,1,1,7,1997,1768,2,GasA,Y,1640,0,2008,207688.406052747
4830,84,6240,1Fam,3,3,2,0,5,1960,991,2,GasA,Y,1196,0,2008,95434.172851925
4831,51,10927,1Fam,7,6,2,1,6,1968,1078,2,GasA,Y,960,0,2010,166406.76237325
4832,62,11423,1Fam,5,5,2,0,7,1973,1440,3,GasA,Y,900,0,2008,153259.45458754
4833,69,9600,1Fam,5,5,2,0,9,1957,1163,2,GasA,Y,1560,0,2007,150239.917205052
4834,61,3600,1Fam,7,7,1,1,6,2001,864,3,GasA,Y,1992,0,2009,227493.178051137
4835,,8314,1Fam,5,5,1,0,9,2006,847,2,GasA,Y,2183,0,2006,169918.400361904
4836,53,7560,Twnhs,5,5,1,1,9,2004,1003,3,GasA,Y,2217,0,2008,193617.753126318
4837,50,8877,TwnhsE,5,6,1,1,9,1967,1288,3,GasA,Y,1092,0,2008,123043.249043945
4838,,5330,1Fam,5,5,2,1,7,2002,912,2,GasA,Y,1732,0,2006,149973.226689783
4839,72,10380,1Fam,7,5,2,0,7,1993,728,3,GasA,Y,2042,0,2008,168321.911597428
4840,,15138,TwnhsE,5,5,2,1,5,1930,1484,4,GasA,N,981,0,2006,142522.234310955
4841,21,11341,1Fam,5,5,1,0,6,2005,853,2,GasA,Y,988,0,2009,126520.619882329
4842,91,12702,1Fam,9,5,1,0,8,1954,1372,3,GasA,Y,1647,0,2008,224762.386424825
4843,60,10200,1Fam,6,5,1,0,7,1998,858,2,GasA,Y,912,0,2006,130992.704587894
4844,60,8963,TwnhsE,7,5,1,1,3,2004,1080,3,GasA,Y,1383,0,2007,155746.378591897
4845,74,4571,1Fam,6,7,2,1,10,2003,975,3,GasA,Y,1236,0,2006,154033.308735168
4846,79,11050,1Fam,9,5,2,0,6,1957,1128,3,GasA,Y,1200,0,2006,219214.232566886
4847,79,10320,1Fam,4,7,1,0,7,1945,880,3,GasA,Y,1268,0,2007,106008.826917017
4848,32,21453,1Fam,6,5,1,1,6,2006,1156,2,GasA,Y,1905,0,2006,217171.016525242
4849,100,8849,1Fam,5,5,2,1,8,2009,728,3,GasA,N,2263,0,2006,191784.733360332
4850,92,2544,1Fam,7,6,1,1,8,1979,901,3,GasA,Y,1026,0,2006,151196.533610397
4851,86,11287,1Fam,6,5,3,1,6,1945,982,3,GasA,Y,1888,0,2009,170213.925831307
4852,70,11639,TwnhsE,4,6,2,0,5,1964,483,2,GasA,Y,4316,0,2006,229995.234731167
4853,64,12220,1Fam,5,6,1,0,8,1977,1200,3,GasA,Y,1714,0,2007,163874.731754735
4854,109,11194,1Fam,7,5,1,0,7,1967,925,3,GasA,Y,1718,0,2008,146074.218823211
4855,,13693,1Fam,5,6,1,1,4,1938,1462,2,GasA,Y,2353,0,2009,194233.320412862
4856,49,8314,1Fam,5,5,1,0,10,1928,858,2,GasA,N,2000,0,2008,129368.666841175
4857,57,11210,1Fam,6,6,1,1,7,2006,440,4,GasA,Y,789,0,2007,145770.526582503
4858,71,8402,TwnhsE,6,5,1,0,7,1993,735,3,GasA,Y,1128,0,2009,144053.784007943
4859,61,12137,Duplex,4,5,2,0,9,2009,1499,3,GasA,N,1567,0,2010,152453.871396508
4860,78,8530,1Fam,6,5,1,0,7,2006,969,3,GasA,Y,1108,0,2006,141520.274915074
4861,73,9742,1Fam,6,7,2,0,6,1977,1391,4,GasA,Y,864,0,2006,177376.41603078
4862,80,3230,Twnhs,6,5,2,1,4,2007,832,2,GasA,Y,1535,0,2006,172266.273210825
4863,80,15611,1Fam,7,5,2,1,4,1959,1454,3,GasA,Y,1709,0,2010,253937.361265567
4864,98,14850,1Fam,4,4,2,0,6,1976,712,3,GasA,Y,860,0,2007,114497.385389573
4865,,8760,1Fam,8,6,1,0,5,1976,894,2,GasA,Y,1339,0,2006,192809.232926669
4866,65,8834,1Fam,7,7,1,0,5,1975,1374,3,GasA,Y,1320,0,2008,147086.802174824
4867,54,7018,1Fam,5,8,2,0,8,2002,2077,3,GasW,Y,1414,0,2009,220283.610051653
4868,71,8200,1Fam,6,6,2,1,6,2006,572,2,GasA,Y,2320,0,2008,223326.097055961
4869,78,8960,1Fam,7,5,1,0,5,2002,716,2,GasA,Y,1279,0,2007,165457.259805607
4870,,9150,1Fam,8,5,2,1,6,1961,2042,2,GasW,Y,904,0,2009,229166.490874629
4871,105,7931,1Fam,7,7,2,0,9,1949,840,4,GasA,Y,1614,0,2009,151062.493678289
4872,63,9750,2fmCon,6,5,1,1,8,2002,1392,3,GasA,Y,1779,0,2008,167175.14628961
4873,72,7931,1Fam,6,5,2,1,9,2005,1362,2,GasA,Y,1094,0,2006,157003.014983903
4874,85,11639,1Fam,8,7,2,1,7,2008,1686,3,GasA,Y,1360,0,2006,260979.779379201
4875,65,6120,1Fam,8,5,2,0,6,1965,1053,4,GasA,Y,864,0,2007,142903.3937475
4876,,9100,1Fam,5,5,1,0,10,2003,1164,3,GasA,N,1557,0,2008,192000.107994246
4877,60,6960,1Fam,6,8,1,1,7,2002,630,2,GasA,Y,1712,0,2008,164989.99603336
4878,76,3982,1Fam,7,5,1,0,6,1950,768,2,GasA,Y,1228,0,2010,78512.4418718678
4879,92,7390,Duplex,5,5,1,0,7,1966,1208,3,GasA,N,1164,0,2009,131121.761071797
4880,,9360,1Fam,7,8,1,1,5,1972,876,3,GasA,Y,1048,0,2008,164018.186789167
4881,,11249,2fmCon,5,6,2,1,5,1991,1593,2,GasA,Y,1288,0,2007,210067.178662894
4882,55,11767,1Fam,6,5,2,1,8,1939,918,4,GasA,Y,1296,0,2008,121644.106552972
4883,70,12822,1Fam,7,7,1,0,6,1991,1452,1,GasA,Y,894,0,2009,209526.532149074
4884,,8712,1Fam,7,7,2,0,6,2000,1258,4,GasA,Y,1414,0,2009,204042.062931278
4885,60,14762,1Fam,5,6,2,0,9,1999,1199,3,GasW,Y,2380,0,2008,194428.743041102
4886,68,13005,1Fam,7,7,1,1,7,2006,3138,3,GasA,Y,1113,0,2008,251145.047282358
4887,60,9750,1Fam,4,6,2,1,7,1993,773,3,GasA,Y,1905,0,2009,162845.31433869
4888,36,8640,1Fam,4,7,1,0,6,1957,918,3,GasA,Y,1362,0,2006,121207.576506985
4889,50,11645,1Fam,7,4,1,1,4,1980,864,3,GasA,Y,2519,0,2006,220476.461780657
4890,60,2887,1Fam,8,9,1,0,9,2005,384,3,GasA,Y,1588,0,2006,189452.678528518
4891,,8849,TwnhsE,6,5,2,0,4,1946,952,2,GasA,Y,1080,0,2009,124102.476328954
4892,36,7259,1Fam,4,5,2,0,9,2005,1856,2,GasA,Y,869,0,2010,199130.946645442
4893,110,12493,1Fam,4,5,2,0,6,1963,2078,3,GasA,Y,1092,0,2009,168895.439240463
4894,60,13907,1Fam,8,5,2,0,7,2003,1244,1,GasA,Y,1950,0,2008,285320.844457071
4895,21,9000,1Fam,6,5,1,0,5,2005,440,2,GasA,Y,1062,0,2009,163537.012139408
4896,50,16659,1Fam,8,7,1,1,4,2003,981,3,GasA,Y,980,0,2007,178777.344836661
4897,60,11475,1Fam,6,5,1,1,9,1910,485,3,GasA,Y,1487,0,2006,130088.702865735
4898,,6780,1Fam,8,6,1,1,4,1959,1264,3,GasA,Y,2520,0,2009,281608.264065921
4899,130,8012,1Fam,7,5,2,0,8,1915,1430,2,GasA,Y,1726,0,2009,179218.216062506
4900,50,11885,Twnhs,7,6,2,1,6,1945,988,4,GasA,Y,792,0,2007,148220.210621027
4901,,11694,1Fam,5,7,1,0,8,2003,738,3,GasA,Y,987,0,2007,136971.808762568
4902,105,11250,1Fam,7,5,2,0,8,1958,1489,3,GasA,Y,2715,0,2009,285524.145696732
4903,57,10562,TwnhsE,6,5,1,1,6,1971,1486,2,GasA,Y,1501,0,2008,163944.83869558
4904,75,5350,1Fam,6,4,1,0,8,1936,1028,4,GasA,Y,1959,0,2009,178159.977265364
4905,85,11600,1Fam,6,5,1,0,10,1998,673,3,GasA,Y,1526,0,2006,126927.83629684
4906,40,11075,1Fam,6,5,2,0,5,1910,912,3,GasA,Y,1743,0,2009,120105.91415753
4907,,9786,1Fam,6,5,1,1,7,1964,1092,3,GasA,N,813,0,2008,143895.862130318
4908,,6762,1Fam,7,5,1,1,9,1993,1632,3,GasA,Y,1393,0,2009,236297.111804489
4909,85,9248,1Fam,7,6,2,1,7,1958,1413,2,GasA,N,1555,0,2008,200515.401150146
4910,67,10800,1Fam,5,5,1,1,6,1988,996,3,GasA,Y,1258,0,2009,151056.042471245
4911,,7449,1Fam,8,7,2,1,6,2004,1610,4,GasA,Y,1744,0,2009,250794.347615235
4912,81,13758,1Fam,8,5,2,0,5,1954,912,3,GasA,Y,928,0,2009,213670.961171015
4913,98,14585,1Fam,8,5,1,0,8,1910,952,2,GasA,Y,1620,0,2009,210359.817941705
4914,50,13478,1Fam,6,7,1,0,4,1993,1580,1,GasA,Y,1316,0,2007,176406.053210426
4915,55,8849,TwnhsE,6,5,2,1,5,2002,970,2,GasA,Y,1940,0,2007,212341.160847152
4916,51,8235,1Fam,5,6,2,1,6,1993,1822,4,GasA,Y,1688,0,2007,199774.396719531
4917,93,9375,1Fam,7,6,1,0,8,1926,728,2,GasA,Y,1389,0,2008,174461.1630839
4918,129,5000,1Fam,5,4,1,1,10,1972,915,2,GasA,Y,1412,0,2009,129170.235857219
4919,60,10207,1Fam,7,5,1,0,6,2001,1040,3,GasA,N,1440,0,2009,179943.90049614
4920,,10420,1Fam,7,5,1,1,8,1938,1489,2,GasA,Y,1358,0,2006,205882.733960726
4921,60,6000,1Fam,7,6,2,0,6,1961,777,4,GasA,Y,2353,0,2008,142631.34655411
4922,50,10420,1Fam,5,5,2,0,7,2007,732,3,GasA,Y,1820,0,2009,141516.311213322
4923,70,6240,1Fam,8,2,1,2,7,2006,1470,4,GasA,Y,1691,0,2008,238178.772594592
4924,,8450,1Fam,5,5,1,0,4,1915,1358,4,GasA,Y,1726,0,2009,125738.381126888
4925,44,19378,1Fam,7,6,2,0,5,2003,672,3,GasA,Y,1564,0,2007,190498.005642598
4926,44,8172,1Fam,5,4,0,1,4,2007,732,3,GasA,Y,2614,0,2009,154132.704321359
